Year,Game Number,Home Team,Away Team,L_2 Cluster,H_1 Cluster
2002,6,ATL,NYG,7,3
2002,6,BAL,IND,6,4
2002,6,BUF,HOU,4,2
2002,6,CAR,DAL,8,10
2002,6,CLE,TB,9,8
2002,6,DET,MIN,8,10
2002,6,GB,NE,5,4
2002,6,JAX,TEN,9,8
2002,6,KC,SD,8,10
2002,6,MIA,DEN,4,2
2002,6,NO,WAS,9,8
2002,6,OAK,STL,9,8
2002,6,PIT,CIN,9,8
2002,6,SF,SEA,2,5
2002,7,BUF,MIA,7,4
2002,7,CAR,ATL,9,8
2002,7,CHI,DET,2,5
2002,7,DAL,ARI,7,3
2002,7,DEN,KC,8,10
2002,7,HOU,CLE,6,4
2002,7,IND,PIT,9,8
2002,7,JAX,BAL,6,4
2002,7,MIN,NYJ,5,8
2002,7,SD,OAK,6,4
2002,7,SEA,STL,5,4
2002,7,SF,NO,4,2
2002,7,TB,PHI,6,4
2002,7,WAS,GB,9,8
2002,8,ARI,SF,9,7
2002,8,ATL,NO,2,5
2002,8,CHI,MIN,9,8
2002,8,CLE,NYJ,8,10
2002,8,DEN,NE,9,8
2002,8,DET,BUF,6,4
2002,8,HOU,JAX,5,8
2002,8,IND,WAS,9,8
2002,8,NYG,PHI,5,8
2002,8,OAK,KC,7,3
2002,8,PIT,BAL,9,8
2002,8,SEA,DAL,7,3
2002,8,TB,CAR,4,2
2002,8,TEN,CIN,4,5
2002,9,BAL,ATL,6,4
2002,9,CIN,HOU,9,8
2002,9,DAL,DET,7,4
2002,9,JAX,NYG,9,8
2002,9,MIA,GB,9,8
2002,9,MIN,TB,9,7
2002,9,NE,BUF,9,8
2002,9,NYJ,SD,9,8
2002,9,PHI,CHI,7,5
2002,9,PIT,CLE,7,3
2002,9,SF,OAK,7,3
2002,9,STL,ARI,5,8
2002,9,TEN,IND,9,8
2002,9,WAS,SEA,5,8
2002,10,ATL,PIT,8,10
2002,10,CIN,BAL,5,8
2002,10,DET,GB,9,8
2002,10,HOU,TEN,9,8
2002,10,IND,PHI,9,8
2002,10,KC,SF,6,4
2002,10,MIA,NYJ,6,3
2002,10,NE,CHI,10,10
2002,10,NO,CAR,1,6
2002,10,NYG,MIN,5,4
2002,10,OAK,DEN,9,8
2002,10,SD,STL,8,10
2002,10,SEA,ARI,9,8
2002,10,WAS,JAX,8,10
2002,11,ARI,PHI,5,8
2002,11,BAL,MIA,9,8
2002,11,BUF,KC,2,1
2002,11,CAR,TB,7,3
2002,11,CHI,STL,6,4
2002,11,CLE,CIN,7,4
2002,11,DAL,IND,7,3
2002,11,DEN,SEA,6,4
2002,11,GB,MIN,5,8
2002,11,JAX,HOU,9,8
2002,11,NE,OAK,9,8
2002,11,NO,ATL,5,8
2002,11,NYJ,DET,5,4
2002,11,PIT,TEN,5,8
2002,11,SF,SD,8,10
2002,11,WAS,NYG,2,5
2002,12,ATL,CAR,9,8
2002,12,BUF,NYJ,9,8
2002,12,CIN,PIT,5,4
2002,12,CLE,NO,6,4
2002,12,DET,CHI,3,1
2002,12,GB,TB,7,3
2002,12,IND,DEN,4,2
2002,12,JAX,DAL,6,4
2002,12,KC,SEA,7,4
2002,12,MIN,NE,9,8
2002,12,NYG,HOU,7,3
2002,12,OAK,ARI,9,8
2002,12,PHI,SF,9,8
2002,12,SD,MIA,9,8
2002,12,STL,WAS,7,6
2002,12,TEN,BAL,6,4
2002,13,ARI,KC,9,8
2002,13,ATL,MIN,4,5
2002,13,BAL,CIN,8,2
2002,13,CAR,CLE,6,3
2002,13,CHI,GB,7,5
2002,13,DEN,SD,7,3
2002,13,HOU,IND,9,8
2002,13,MIA,BUF,7,6
2002,13,NE,DET,9,8
2002,13,NYJ,OAK,5,4
2002,13,PIT,JAX,9,8
2002,13,SEA,SF,9,8
2002,13,STL,PHI,5,8
2002,13,TB,NO,6,4
2002,13,TEN,NYG,8,10
2002,13,WAS,DAL,2,5
2002,14,ATL,TB,9,8
2002,14,BUF,NE,9,8
2002,14,CHI,MIA,9,8
2002,14,CIN,CAR,5,8
2002,14,CLE,JAX,5,4
2002,14,DEN,NYJ,2,5
2002,14,DET,ARI,4,5
2002,14,HOU,PIT,5,8
2002,14,IND,TEN,9,8
2002,14,MIN,GB,8,10
2002,14,NO,BAL,9,8
2002,14,NYG,WAS,5,8
2002,14,OAK,SD,5,8
2002,14,PHI,SEA,5,8
2002,14,SF,DAL,4,2
2002,14,STL,KC,9,8
2002,15,ARI,STL,6,4
2002,15,BAL,HOU,6,4
2002,15,CAR,PIT,9,8
2002,15,DAL,NYG,9,7
2002,15,GB,SF,6,4
2002,15,IND,CLE,8,10
2002,15,JAX,CIN,6,4
2002,15,KC,DEN,9,8
2002,15,MIN,NO,1,6
2002,15,NE,TEN,9,8
2002,15,NYJ,CHI,6,4
2002,15,OAK,MIA,5,8
2002,15,SD,BUF,6,3
2002,15,SEA,ATL,2,5
2002,15,TB,DET,2,5
2002,15,WAS,PHI,9,8
2002,16,BUF,GB,6,4
2002,16,CHI,CAR,5,8
2002,16,CLE,BAL,8,10
2002,16,DEN,OAK,9,8
2002,16,DET,ATL,9,8
2002,16,HOU,WAS,9,8
2002,16,MIA,MIN,2,5
2002,16,NO,CIN,2,5
2002,16,NYG,IND,9,8
2002,16,NYJ,NE,6,4
2002,16,PHI,DAL,9,8
2002,16,PIT,TB,9,8
2002,16,SD,KC,6,4
2002,16,SF,ARI,5,8
2002,16,STL,SEA,9,8
2002,16,TEN,JAX,9,8
2002,17,ARI,DEN,5,8
2002,17,ATL,CLE,1,6
2002,17,BAL,PIT,3,1
2002,17,CAR,NO,7,3
2002,17,CIN,BUF,9,8
2002,17,DAL,WAS,5,8
2002,17,GB,NYJ,9,8
2002,17,JAX,IND,2,5
2002,17,KC,OAK,9,8
2002,17,MIA,NE,8,10
2002,17,MIN,DET,5,8
2002,17,PHI,NYG,4,2
2002,17,SEA,SD,8,10
2002,17,SF,STL,8,10
2002,17,TB,CHI,6,4
2002,17,TEN,HOU,6,4
2002,18,ATL,GB,9,8
2002,18,CLE,PIT,10,10
2002,18,IND,NYJ,9,7
2002,18,NYG,SF,8,10
2002,19,ATL,PHI,9,8
2002,19,NYJ,OAK,6,4
2002,19,PIT,TEN,6,4
2002,19,SF,TB,9,8
2002,20,TB,PHI,6,4
2002,20,TEN,OAK,5,8
2002,21,OAK,TB,9,8
2003,1,ARI,DET,6,3
2003,1,ATL,DAL,7,6
2003,1,BAL,PIT,9,8
2003,1,CHI,SF,9,8
2003,1,DEN,CIN,9,8
2003,1,HOU,MIA,8,10
2003,1,IND,CLE,2,5
2003,1,JAX,CAR,8,10
2003,1,MIN,GB,9,8
2003,1,NE,BUF,9,8
2003,1,NO,SEA,9,8
2003,1,NYJ,WAS,7,4
2003,1,OAK,TEN,5,4
2003,1,SD,KC,9,7
2003,1,STL,NYG,5,8
2003,1,TB,PHI,6,4
2003,2,BUF,JAX,9,8
2003,2,CAR,TB,6,4
2003,2,CHI,MIN,5,8
2003,2,CIN,OAK,7,6
2003,2,CLE,BAL,9,8
2003,2,DAL,NYG,6,4
2003,2,DEN,SD,9,8
2003,2,DET,GB,9,8
2003,2,HOU,NO,6,4
2003,2,MIA,NYJ,9,8
2003,2,NE,PHI,5,4
2003,2,PIT,KC,5,4
2003,2,SEA,ARI,9,8
2003,2,SF,STL,7,3
2003,2,TEN,IND,5,8
2003,2,WAS,ATL,2,5
2003,3,BAL,SD,5,8
2003,3,BUF,MIA,6,4
2003,3,CLE,SF,8,10
2003,3,GB,ARI,6,3
2003,3,JAX,IND,6,4
2003,3,KC,HOU,5,8
2003,3,MIN,DET,7,4
2003,3,NO,TEN,9,8
2003,3,NYG,WAS,5,8
2003,3,NYJ,NE,6,4
2003,3,OAK,DEN,9,7
2003,3,PIT,CIN,6,4
2003,3,STL,SEA,8,10
2003,3,TB,ATL,5,8
2003,4,ARI,STL,9,8
2003,4,ATL,CAR,9,8
2003,4,CIN,CLE,7,3
2003,4,DAL,NYJ,5,4
2003,4,DET,DEN,6,4
2003,4,GB,CHI,9,8
2003,4,IND,NO,9,8
2003,4,JAX,HOU,1,6
2003,4,KC,BAL,7,3
2003,4,NE,WAS,5,8
2003,4,PHI,BUF,9,8
2003,4,SD,OAK,8,10
2003,4,SF,MIN,9,8
2003,4,TEN,PIT,7,6
2003,5,ARI,DAL,9,8
2003,5,CIN,BUF,7,6
2003,5,CLE,PIT,9,8
2003,5,DEN,KC,4,2
2003,5,DET,SF,9,8
2003,5,IND,TB,10,9
2003,5,MIA,NYG,6,4
2003,5,MIN,ATL,2,5
2003,5,NO,CAR,9,8
2003,5,OAK,CHI,8,10
2003,5,SD,JAX,5,8
2003,5,SEA,GB,9,8
2003,5,TEN,NE,7,3
2003,5,WAS,PHI,5,4
2003,6,ATL,STL,9,8
2003,6,BAL,ARI,6,4
2003,6,BUF,NYJ,9,8
2003,6,CAR,IND,2,5
2003,6,CHI,NO,5,8
2003,6,HOU,TEN,9,8
2003,6,KC,GB,8,10
2003,6,MIA,JAX,6,4
2003,6,NYG,NE,5,8
2003,6,OAK,CLE,2,5
2003,6,PHI,DAL,6,4
2003,6,PIT,DEN,6,4
2003,6,SF,SEA,6,4
2003,6,TB,WAS,7,3
2003,7,BAL,CIN,9,8
2003,7,CHI,SEA,5,8
2003,7,DAL,DET,9,8
2003,7,DEN,MIN,9,8
2003,7,GB,STL,5,8
2003,7,KC,OAK,5,8
2003,7,NE,MIA,4,2
2003,7,NO,ATL,9,8
2003,7,NYJ,HOU,8,10
2003,7,PHI,NYG,3,1
2003,7,SD,CLE,5,8
2003,7,TB,SF,9,8
2003,7,TEN,CAR,9,7
2003,7,WAS,BUF,9,8
2003,8,BUF,KC,9,8
2003,8,CAR,NO,4,2
2003,8,CLE,NE,6,4
2003,8,DAL,TB,9,8
2003,8,DEN,BAL,6,4
2003,8,DET,CHI,9,8
2003,8,HOU,IND,5,4
2003,8,MIA,SD,9,8
2003,8,NYG,MIN,7,6
2003,8,NYJ,PHI,6,3
2003,8,SEA,CIN,2,5
2003,8,SF,ARI,6,4
2003,8,STL,PIT,6,4
2003,8,TEN,JAX,9,8
2003,9,CAR,HOU,2,5
2003,9,CIN,ARI,7,3
2003,9,GB,MIN,6,3
2003,9,IND,MIA,7,3
2003,9,JAX,BAL,5,4
2003,9,NE,DEN,4,2
2003,9,NO,TB,6,4
2003,9,NYG,NYJ,7,6
2003,9,OAK,DET,9,8
2003,9,PHI,ATL,7,3
2003,9,PIT,SEA,6,4
2003,9,SD,CHI,9,8
2003,9,STL,SF,9,8
2003,9,WAS,DAL,5,4
2003,10,ARI,PIT,5,8
2003,10,ATL,NYG,6,4
2003,10,BAL,STL,6,4
2003,10,BUF,DAL,6,4
2003,10,CHI,DET,7,5
2003,10,CLE,KC,9,8
2003,10,HOU,CIN,7,3
2003,10,IND,JAX,8,2
2003,10,MIA,TEN,9,7
2003,10,MIN,SD,9,8
2003,10,NYJ,OAK,8,10
2003,10,PHI,GB,4,2
2003,10,SEA,WAS,2,5
2003,10,TB,CAR,6,4
2003,11,ARI,CLE,9,8
2003,11,ATL,NO,8,10
2003,11,BAL,MIA,7,3
2003,11,DAL,NE,9,8
2003,11,DET,SEA,9,8
2003,11,GB,TB,7,3
2003,11,HOU,BUF,2,5
2003,11,JAX,TEN,9,8
2003,11,KC,CIN,6,4
2003,11,MIN,OAK,9,8
2003,11,NYG,PHI,9,8
2003,11,NYJ,IND,5,8
2003,11,PIT,SF,9,8
2003,11,SD,DEN,9,7
2003,11,STL,CHI,8,2
2003,11,WAS,CAR,6,3
2003,12,CAR,DAL,5,4
2003,12,CHI,DEN,2,5
2003,12,CIN,SD,9,8
2003,12,DET,MIN,6,3
2003,12,IND,BUF,8,10
2003,12,JAX,NYJ,2,5
2003,12,NE,HOU,1,6
2003,12,NO,PHI,9,8
2003,12,NYG,TB,9,8
2003,12,OAK,KC,5,4
2003,12,PIT,CLE,2,3
2003,12,SEA,BAL,8,10
2003,12,SF,GB,9,8
2003,12,STL,ARI,1,6
2003,12,TEN,ATL,4,2
2003,12,WAS,MIA,8,10
2003,13,ARI,CHI,5,8
2003,13,ATL,HOU,6,3
2003,13,BUF,NYG,5,8
2003,13,CIN,PIT,6,4
2003,13,CLE,SEA,9,8
2003,13,DEN,OAK,6,4
2003,13,GB,DET,6,4
2003,13,KC,SD,5,8
2003,13,MIA,DAL,9,8
2003,13,MIN,STL,9,8
2003,13,NE,IND,5,4
2003,13,NO,WAS,2,5
2003,13,PHI,CAR,6,4
2003,13,SF,BAL,9,8
2003,13,TB,JAX,6,3
2003,13,TEN,NYJ,6,4
2003,14,ARI,SF,9,7
2003,14,CAR,ATL,1,1
2003,14,CHI,GB,7,3
2003,14,CIN,BAL,5,8
2003,14,DAL,PHI,6,4
2003,14,HOU,JAX,9,8
2003,14,IND,TEN,7,4
2003,14,KC,DEN,6,4
2003,14,MIA,NE,6,4
2003,14,NYJ,BUF,5,8
2003,14,OAK,PIT,5,4
2003,14,SD,DET,9,8
2003,14,SEA,MIN,9,8
2003,14,STL,CLE,6,4
2003,14,TB,NO,7,3
2003,14,WAS,NYG,6,8
2003,15,ATL,IND,9,7
2003,15,BAL,OAK,5,8
2003,15,BUF,TEN,1,5
2003,15,CAR,ARI,4,2
2003,15,CLE,DEN,6,6
2003,15,DAL,WAS,9,8
2003,15,DET,KC,9,7
2003,15,GB,SD,5,4
2003,15,HOU,TB,9,8
2003,15,JAX,NE,5,8
2003,15,MIN,CHI,5,8
2003,15,NYG,NO,9,8
2003,15,PHI,MIA,6,4
2003,15,PIT,NYJ,6,4
2003,15,SEA,STL,5,8
2003,15,SF,CIN,9,8
2003,16,ARI,SEA,9,8
2003,16,ATL,TB,9,8
2003,16,BAL,CLE,6,4
2003,16,CIN,STL,5,8
2003,16,DEN,IND,5,8
2003,16,DET,CAR,9,8
2003,16,GB,OAK,9,8
2003,16,KC,MIN,9,8
2003,16,MIA,BUF,9,8
2003,16,NE,NYJ,5,4
2003,16,NO,JAX,8,10
2003,16,NYG,DAL,9,8
2003,16,SD,PIT,9,8
2003,16,SF,PHI,2,5
2003,16,TEN,HOU,2,5
2003,16,WAS,CHI,7,3
2003,17,BUF,NE,9,7
2003,17,CAR,NYG,9,8
2003,17,CHI,KC,9,8
2003,17,CLE,CIN,7,3
2003,17,DAL,NO,6,4
2003,17,DEN,GB,9,8
2003,17,IND,HOU,8,10
2003,17,JAX,ATL,9,8
2003,17,MIN,ARI,2,5
2003,17,NYJ,MIA,6,4
2003,17,OAK,SD,6,4
2003,17,PHI,WAS,9,8
2003,17,PIT,BAL,6,4
2003,17,SEA,SF,2,5
2003,17,STL,DET,6,3
2003,17,TB,TEN,5,8
2003,18,DAL,CAR,9,8
2003,18,DEN,IND,9,8
2003,18,SEA,GB,2,5
2003,18,TEN,BAL,7,3
2003,19,CAR,STL,2,5
2003,19,GB,PHI,8,2
2003,19,IND,KC,5,8
2003,19,TEN,NE,6,4
2003,20,CAR,PHI,6,4
2003,20,IND,NE,9,8
2003,21,CAR,NE,6,4
2004,1,ARI,STL,6,4
2004,1,ATL,SF,5,8
2004,1,BAL,CLE,6,4
2004,1,CIN,NYJ,5,8
2004,1,DAL,MIN,5,8
2004,1,DET,CHI,2,5
2004,1,GB,CAR,6,4
2004,1,IND,NE,7,3
2004,1,JAX,BUF,8,10
2004,1,KC,DEN,6,4
2004,1,NYG,PHI,9,8
2004,1,OAK,PIT,5,8
2004,1,SD,HOU,2,5
2004,1,SEA,NO,5,8
2004,1,TB,WAS,6,4
2004,1,TEN,MIA,6,4
2004,2,BUF,OAK,5,8
2004,2,CAR,KC,7,3
2004,2,CHI,GB,5,4
2004,2,CLE,DAL,6,4
2004,2,DEN,JAX,6,3
2004,2,HOU,DET,5,8
2004,2,IND,TEN,4,2
2004,2,MIA,CIN,7,3
2004,2,MIN,PHI,5,8
2004,2,NE,ARI,9,8
2004,2,NYJ,SD,9,8
2004,2,PIT,BAL,9,8
2004,2,SEA,TB,6,4
2004,2,SF,NO,6,6
2004,2,STL,ATL,5,8
2004,2,WAS,NYG,5,4
2004,3,ARI,ATL,6,4
2004,3,BAL,CIN,9,8
2004,3,CHI,MIN,5,4
2004,3,CLE,NYG,9,8
2004,3,DAL,WAS,6,4
2004,3,GB,IND,9,8
2004,3,HOU,KC,8,10
2004,3,JAX,TEN,4,2
2004,3,NO,STL,2,5
2004,3,PHI,DET,9,8
2004,3,PIT,MIA,6,4
2004,3,SD,DEN,9,8
2004,3,SF,SEA,9,7
2004,3,TB,OAK,5,8
2004,4,ATL,CAR,6,4
2004,4,CIN,PIT,7,3
2004,4,DEN,TB,7,3
2004,4,IND,JAX,6,4
2004,4,KC,BAL,7,4
2004,4,NE,BUF,7,5
2004,4,NO,ARI,5,8
2004,4,NYG,GB,7,3
2004,4,NYJ,MIA,6,4
2004,4,OAK,HOU,6,4
2004,4,PHI,CHI,9,8
2004,4,STL,SF,9,8
2004,4,TEN,SD,9,8
2004,4,WAS,CLE,2,5
2004,5,ARI,SF,8,10
2004,5,BAL,WAS,2,5
2004,5,BUF,NYJ,5,8
2004,5,CAR,DEN,7,6
2004,5,CLE,PIT,9,8
2004,5,DET,ATL,6,4
2004,5,JAX,SD,9,8
2004,5,MIA,NE,9,8
2004,5,MIN,HOU,6,4
2004,5,NYG,DAL,2,5
2004,5,OAK,IND,9,8
2004,5,STL,SEA,10,9
2004,5,TB,NO,6,4
2004,5,TEN,GB,9,8
2004,6,CAR,PHI,9,8
2004,6,CIN,CLE,5,4
2004,6,DEN,OAK,9,8
2004,6,GB,DET,5,8
2004,6,HOU,TEN,7,3
2004,6,KC,JAX,6,4
2004,6,MIA,BUF,5,4
2004,6,MIN,NO,5,8
2004,6,PIT,DAL,4,2
2004,6,SD,ATL,2,1
2004,6,SEA,NE,9,8
2004,6,SF,NYJ,8,2
2004,6,TB,STL,7,3
2004,6,WAS,CHI,6,3
2004,7,ATL,KC,9,7
2004,7,BUF,BAL,9,8
2004,7,CHI,TB,5,8
2004,7,DAL,GB,9,8
2004,7,DEN,CIN,5,8
2004,7,DET,NYG,7,5
2004,7,JAX,IND,2,5
2004,7,NO,OAK,2,5
2004,7,NYJ,NE,6,4
2004,7,PHI,CLE,7,3
2004,7,SD,CAR,2,5
2004,7,SEA,ARI,5,4
2004,7,STL,MIA,5,8
2004,7,TEN,MIN,9,8
2004,8,ARI,BUF,9,8
2004,8,ATL,DEN,7,4
2004,8,BAL,PHI,6,4
2004,8,CAR,SEA,5,8
2004,8,CIN,TEN,5,4
2004,8,DET,DAL,6,4
2004,8,GB,WAS,9,8
2004,8,IND,KC,9,8
2004,8,JAX,HOU,5,8
2004,8,MIA,NYJ,9,8
2004,8,NE,PIT,9,8
2004,8,NYG,MIN,9,8
2004,8,OAK,SD,9,7
2004,8,SF,CHI,7,3
2004,9,ARI,MIA,8,10
2004,9,CHI,NYG,2,6
2004,9,CLE,BAL,7,3
2004,9,DAL,CIN,9,8
2004,9,HOU,DEN,9,8
2004,9,KC,TB,7,3
2004,9,MIN,IND,5,4
2004,9,NE,STL,5,8
2004,9,NO,SD,9,8
2004,9,NYJ,BUF,6,4
2004,9,OAK,CAR,6,4
2004,9,PHI,PIT,9,8
2004,9,SEA,SF,7,6
2004,9,WAS,DET,6,4
2004,10,BAL,NYJ,4,2
2004,10,BUF,NE,9,8
2004,10,CAR,SF,8,10
2004,10,CHI,TEN,2,5
2004,10,CIN,WAS,9,8
2004,10,DET,JAX,5,8
2004,10,HOU,IND,9,8
2004,10,KC,NO,6,4
2004,10,MIN,GB,9,8
2004,10,NYG,ARI,2,5
2004,10,PHI,DAL,9,8
2004,10,PIT,CLE,5,8
2004,10,SEA,STL,9,8
2004,10,TB,ATL,5,4
2004,11,ARI,CAR,9,8
2004,11,ATL,NYG,5,8
2004,11,DAL,BAL,6,4
2004,11,DEN,NO,9,7
2004,11,DET,MIN,8,2
2004,11,GB,HOU,8,10
2004,11,IND,CHI,9,8
2004,11,MIA,SEA,6,4
2004,11,NE,KC,6,4
2004,11,NYJ,CLE,8,2
2004,11,PIT,CIN,7,5
2004,11,SD,OAK,5,8
2004,11,SF,TB,9,7
2004,11,STL,BUF,5,4
2004,11,TEN,JAX,2,5
2004,11,WAS,PHI,6,4
2004,12,BAL,NE,5,8
2004,12,BUF,SEA,9,8
2004,12,CHI,DAL,6,4
2004,12,CLE,CIN,5,4
2004,12,IND,DET,9,8
2004,12,JAX,MIN,6,4
2004,12,MIA,SF,6,3
2004,12,NO,ATL,1,6
2004,12,NYJ,ARI,6,3
2004,12,OAK,DEN,4,2
2004,12,PHI,NYG,6,4
2004,12,SD,KC,4,2
2004,12,STL,GB,9,8
2004,12,TB,CAR,6,4
2004,12,TEN,HOU,4,2
2004,12,WAS,PIT,9,8
2004,13,ARI,DET,5,4
2004,13,ATL,TB,9,8
2004,13,BUF,MIA,2,5
2004,13,CAR,NO,9,8
2004,13,CIN,BAL,8,10
2004,13,DAL,SEA,2,6
2004,13,DEN,SD,5,4
2004,13,GB,PHI,9,7
2004,13,HOU,NYJ,5,4
2004,13,KC,OAK,4,5
2004,13,MIN,CHI,6,4
2004,13,NE,CLE,9,8
2004,13,NYG,WAS,9,8
2004,13,PIT,JAX,7,6
2004,13,SF,STL,9,8
2004,13,TEN,IND,5,4
2004,14,CHI,JAX,9,8
2004,14,CIN,NE,9,8
2004,14,CLE,BUF,5,8
2004,14,DET,GB,8,2
2004,14,IND,HOU,6,4
2004,14,KC,TEN,4,2
2004,14,MIA,DEN,7,3
2004,14,NO,DAL,2,5
2004,14,NYG,BAL,9,7
2004,14,NYJ,PIT,6,4
2004,14,OAK,ATL,9,8
2004,14,PHI,WAS,7,3
2004,14,SEA,MIN,2,5
2004,14,SF,ARI,9,8
2004,14,STL,CAR,9,8
2004,14,TB,SD,6,4
2004,15,BAL,IND,6,4
2004,15,BUF,CIN,9,8
2004,15,CAR,ATL,6,4
2004,15,DAL,PHI,7,3
2004,15,DEN,KC,9,8
2004,15,HOU,CHI,6,4
2004,15,JAX,GB,6,4
2004,15,MIN,DET,7,3
2004,15,NE,MIA,4,2
2004,15,NO,TB,8,10
2004,15,PIT,NYG,2,5
2004,15,SD,CLE,9,8
2004,15,SEA,NYJ,9,8
2004,15,STL,ARI,9,8
2004,15,TEN,OAK,6,4
2004,15,WAS,SF,5,8
2004,16,ARI,SEA,5,4
2004,16,ATL,NO,9,8
2004,16,BAL,PIT,5,8
2004,16,BUF,SF,9,8
2004,16,CAR,TB,9,8
2004,16,CHI,DET,9,8
2004,16,CLE,MIA,7,5
2004,16,DEN,TEN,9,8
2004,16,GB,MIN,4,2
2004,16,HOU,JAX,9,8
2004,16,NE,NYJ,5,8
2004,16,NYG,CIN,2,1
2004,16,OAK,KC,2,5
2004,16,PHI,STL,5,8
2004,16,SD,IND,8,10
2004,16,WAS,DAL,7,6
2004,17,ATL,SEA,3,1
2004,17,CIN,PHI,9,8
2004,17,CLE,HOU,6,4
2004,17,DAL,NYG,7,6
2004,17,DET,TEN,5,4
2004,17,GB,CHI,9,8
2004,17,IND,DEN,9,8
2004,17,JAX,OAK,7,3
2004,17,KC,SD,5,8
2004,17,MIA,BAL,9,8
2004,17,MIN,WAS,5,8
2004,17,NO,CAR,6,4
2004,17,NYJ,STL,2,5
2004,17,PIT,BUF,7,3
2004,17,SF,NE,5,4
2004,17,TB,ARI,6,4
2004,18,DEN,IND,9,7
2004,18,MIN,GB,9,8
2004,18,NYJ,SD,2,6
2004,18,STL,SEA,7,3
2004,19,IND,NE,5,8
2004,19,MIN,PHI,9,8
2004,19,NYJ,PIT,1,6
2004,19,STL,ATL,9,8
2004,20,ATL,PHI,9,8
2004,20,NE,PIT,9,8
2004,21,NE,PHI,7,3
2005,1,ARI,NYG,5,4
2005,1,CHI,WAS,6,3
2005,1,CIN,CLE,5,4
2005,1,DAL,SD,4,2
2005,1,DEN,MIA,5,8
2005,1,GB,DET,5,8
2005,1,HOU,BUF,9,8
2005,1,IND,BAL,6,4
2005,1,NO,CAR,6,4
2005,1,NYJ,KC,9,8
2005,1,OAK,NE,5,4
2005,1,PHI,ATL,5,8
2005,1,SEA,JAX,6,4
2005,1,STL,SF,5,8
2005,1,TB,MIN,6,4
2005,1,TEN,PIT,9,8
2005,2,ATL,SEA,9,8
2005,2,BAL,TEN,9,8
2005,2,BUF,TB,9,8
2005,2,CLE,GB,6,4
2005,2,DET,CHI,9,8
2005,2,JAX,IND,7,5
2005,2,KC,OAK,6,3
2005,2,MIA,NYJ,5,8
2005,2,MIN,CIN,9,7
2005,2,NE,CAR,5,8
2005,2,NYG,NO,9,8
2005,2,PIT,HOU,9,8
2005,2,SD,DEN,4,5
2005,2,SF,PHI,9,7
2005,2,STL,ARI,6,4
2005,2,WAS,DAL,8,10
2005,3,ARI,SEA,9,8
2005,3,ATL,BUF,6,4
2005,3,CAR,MIA,6,4
2005,3,CIN,CHI,9,8
2005,3,CLE,IND,9,8
2005,3,DAL,SF,8,10
2005,3,JAX,NYJ,7,3
2005,3,KC,DEN,9,7
2005,3,NE,PIT,4,5
2005,3,NO,MIN,9,7
2005,3,NYG,SD,9,8
2005,3,OAK,PHI,7,3
2005,3,TB,GB,6,3
2005,3,TEN,STL,7,4
2005,4,BUF,NO,6,4
2005,4,DAL,OAK,5,8
2005,4,DEN,JAX,5,4
2005,4,DET,TB,6,4
2005,4,GB,CAR,9,8
2005,4,HOU,CIN,6,4
2005,4,IND,TEN,9,8
2005,4,MIN,ATL,9,8
2005,4,NYJ,BAL,5,8
2005,4,PHI,KC,4,2
2005,4,SD,NE,7,3
2005,4,SEA,WAS,6,4
2005,4,SF,ARI,2,6
2005,4,STL,NYG,9,8
2005,5,BAL,DET,9,8
2005,5,CAR,ARI,8,2
2005,5,CHI,CLE,1,5
2005,5,CIN,JAX,9,8
2005,5,IND,SF,9,8
2005,5,MIA,BUF,9,8
2005,5,NE,ATL,5,8
2005,5,NO,GB,9,8
2005,5,PHI,DAL,9,7
2005,5,PIT,SD,7,6
2005,5,SEA,STL,6,4
2005,5,TB,NYJ,6,4
2005,5,TEN,HOU,6,4
2005,5,WAS,DEN,5,8
2005,6,ATL,NO,2,5
2005,6,CAR,DET,4,1
2005,6,CIN,TEN,4,5
2005,6,CLE,BAL,9,8
2005,6,HOU,SEA,9,8
2005,6,JAX,PIT,2,5
2005,6,MIA,TB,5,8
2005,6,MIN,CHI,6,4
2005,6,NE,DEN,9,8
2005,6,NYG,DAL,6,3
2005,6,NYJ,BUF,9,8
2005,6,SD,OAK,9,8
2005,6,STL,IND,2,6
2005,6,WAS,KC,6,4
2005,7,BAL,CHI,6,4
2005,7,BUF,OAK,6,4
2005,7,DAL,SEA,8,10
2005,7,DEN,NYG,8,10
2005,7,DET,CLE,2,5
2005,7,GB,MIN,8,10
2005,7,IND,HOU,5,8
2005,7,KC,MIA,5,8
2005,7,NO,STL,8,10
2005,7,NYJ,ATL,9,8
2005,7,PIT,CIN,6,4
2005,7,SD,PHI,1,6
2005,7,SF,WAS,9,7
2005,7,TEN,ARI,7,3
2005,8,ARI,DAL,9,8
2005,8,BAL,PIT,7,3
2005,8,BUF,NE,2,5
2005,8,CHI,DET,7,6
2005,8,CLE,HOU,7,5
2005,8,GB,CIN,5,8
2005,8,JAX,STL,6,4
2005,8,KC,SD,9,8
2005,8,MIA,NO,6,4
2005,8,MIN,CAR,9,8
2005,8,OAK,TEN,6,4
2005,8,PHI,DEN,9,8
2005,8,TB,SF,6,4
2005,8,WAS,NYG,9,8
2005,9,ATL,MIA,6,4
2005,9,CAR,TB,5,8
2005,9,CHI,NO,7,3
2005,9,CIN,BAL,6,4
2005,9,DET,MIN,9,8
2005,9,HOU,JAX,2,5
